stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code,zone_id
RET:HA6399,HA6399,"Zoetermeer, v. Galenstraat",52.050042,4.501136,0,stoparea:RET:18881,,1,,
RET:HA6400,HA6400,"Schiedam, Fokkerstraat",52.049516,4.510127,0,stoparea:RET:235,,0,,
RET:HA6401,HA6401,"Schiedam, Fokkerstraat",52.049332,4.510772,0,stoparea:RET:235,,1,,
RET:HA6402,HA6402,"Zoetermeer, Oostweg",52.0473,4.514296,0,stoparea:RET:18835,,0,,
RET:HA6403,HA6403,"Zoetermeer, Oostweg",52.047526,4.514511,0,stoparea:RET:18835,,0,,
RET:HA6404,HA6404,"Zoetermeer, Werner von Siemensst",52.045164,4.518449,0,stoparea:RET:18890,,1,,
RET:HA6405,HA6405,"Bleiswijk, Prismalaan West",52.042895,4.523974,0,stoparea:RET:18840,,0,,
RET:HA6406,HA6406,"Bleiswijk, Prismalaan West",52.043117,4.523605,0,stoparea:RET:18840,,0,,
RET:HA6407,HA6407,"Bleiswijk, Zoetermeerselaan",52.040548,4.538711,0,stoparea:RET:18898,,1,,
RET:HA6408,HA6408,"Zoetermeer, Meidoornlaan",52.0517,4.501701,0,stoparea:RET:18828,,0,,
RET:HA6409,HA6409,"Zoetermeer, Meidoornlaan",52.051593,4.501805,0,stoparea:RET:18828,,0,,
RET:HA6410,HA6410,"Zoetermeer, v. Wijngaardenstraat",52.056255,4.500197,0,stoparea:RET:18892,,0,,
RET:HA6411,HA6411,"Zoetermeer, v. Wijngaardenstraat",52.056674,4.499737,0,stoparea:RET:18892,,0,,
RET:HA6412,HA6412,"Zoetermeer, Rokkeveenseweg-Zuid",52.044799,4.499578,0,stoparea:RET:18856,,1,,
RET:HA6413,HA6413,"Zoetermeer, Rokkeveenseweg-Zuid",52.044484,4.500678,0,stoparea:RET:18856,,1,,
RET:HA6414,HA6414,"Zoetermeer, Werner von Siemensst",52.045888,4.517822,0,stoparea:RET:18890,,0,,
RET:HA6415,HA6415,"Bleiswijk, Anthuriumweg",52.006879,4.502397,0,stoparea:RET:18766,,1,,
RET:HA6416,HA6416,"Bleiswijk, Anthuriumweg",52.006663,4.502256,0,stoparea:RET:18766,,1,,
RET:HA6417,HA6417,"Rotterdam, Zuidplein",51.887349,4.488306,0,stoparea:RET:19195,,0,G,
RET:HA6418,HA6418,"Bergschenhoek, Berkelseweg",51.99448,4.488809,0,stoparea:RET:18771,,1,,
RET:HA6419,HA6419,"Bergschenhoek, Berkelseweg",51.994371,4.488622,0,stoparea:RET:18771,,1,,
RET:HA6420,HA6420,"Rotterdam, Zuidplein",51.887268,4.488264,0,stoparea:RET:19195,,0,F,
RET:HA6421,HA6421,"Dordrecht, Station Dordrecht C",51.807388,4.670241,0,stoparea:RET:19194,,1,,
RET:HA6422,HA6422,"Bergschenhoek, Boterdorpseweg",51.988253,4.480941,0,stoparea:RET:18777,,1,,
RET:HA6423,HA6423,"Bergschenhoek, Boterdorpseweg",51.988225,4.480709,0,stoparea:RET:18777,,1,,
RET:HA6425,HA6425,"Bleiswijk, Groendalseweg",52.027859,4.503571,0,stoparea:RET:18802,,0,,
